state,homeownership,annual_income,debt_to_income,months_since_last_delinq,inquiries_last_12m,open_credit_lines,total_credit_limit,total_credit_utilized,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,balance,paid_total,paid_principal,paid_interest
NY,OWN,161105.0,28.28,0.0,11,14,130606,116429,5,3,1.0,14,5,38100,13,9,7,1,100.0,credit_card,15000,36,10.9,490.38,B,Mar-2018,13927.93,1452.97,1072.07,380.9
OH,RENT,138000.0,6.84,28.0,4,14,49041,32424,1,11,2.0,14,4,14500,22,13,6,2,90.6,moving,3000,36,10.42,97.4,B,Jan-2018,2637.0,485.26,363.0,122.26
MS,OWN,22212.0,9.08,0.0,0,4,9200,4720,0,0,,4,1,2500,5,4,4,0,100.0,debt_consolidation,5000,36,12.62,167.56,C,Jan-2018,4532.79,666.73,467.21,199.52
WA,MORTGAGE,63000.0,33.62,0.0,3,14,378813,61472,3,6,6.0,14,4,24200,9,9,5,4,100.0,debt_consolidation,18875,36,14.07,645.75,C,Feb-2018,17147.14,2568.25,1727.86,840.39
NY,MORTGAGE,78000.0,20.12,0.0,1,8,195279,35575,4,2,5.0,8,1,8000,5,3,3,2,100.0,debt_consolidation,15000,60,9.93,318.19,B,Jan-2018,14013.48,1582.67,986.52,596.15
MS,RENT,44000.0,29.49,7.0,1,10,54414,31689,2,5,9.0,9,3,17000,8,7,4,0,92.9,other,6000,36,16.01,210.98,C,Mar-2018,5601.95,622.27,398.05,224.22
CA,MORTGAGE,102000.0,33.14,54.0,5,13,686821,82328,7,4,11.0,13,2,7900,9,5,3,5,88.9,debt_consolidation,12500,60,12.62,281.99,C,Jan-2018,11731.34,1392.42,768.66,623.76
AK,MORTGAGE,39332.8,15.09,0.0,2,14,149929,13269,1,7,2.0,14,6,38300,20,11,6,1,100.0,debt_consolidation,9500,36,7.35,294.86,A,Feb-2018,8302.05,1445.21,1197.95,247.26
SC,MORTGAGE,140000.0,17.75,0.0,2,22,232652,72225,4,7,3.0,22,5,29200,24,17,9,1,100.0,renewable_energy,13000,60,15.04,309.55,C,Mar-2018,12704.93,608.24,295.07,313.17
CA,MORTGAGE,60000.0,5.74,58.0,3,3,18200,10938,0,1,6.0,3,1,17900,8,3,1,0,84.6,home_improvement,35000,36,16.01,1230.67,C,Feb-2018,31883.47,4860.42,3116.53,1743.89
AL,RENT,22000.0,11.24,48.0,0,7,10300,5781,0,0,,7,3,5100,8,7,5,0,88.9,debt_consolidation,7000,36,10.9,228.84,B,Mar-2018,6499.71,682.28,500.29,181.99
GA,RENT,55000.0,37.03,0.0,1,19,299283,65077,2,1,8.0,19,3,50400,26,15,7,1,100.0,debt_consolidation,16700,36,6.72,513.52,A,Feb-2018,15005.84,2047.85,1694.16,353.69
GA,RENT,100000.0,18.18,26.0,5,18,775274,54831,3,10,6.0,18,8,41600,14,13,12,7,89.3,other,15000,36,9.93,483.52,B,Jan-2018,13173.04,2401.05,1826.96,574.09
TX,MORTGAGE,170000.0,13.67,0.0,1,9,390580,82538,1,5,11.0,9,3,51200,11,7,5,3,100.0,credit_card,40000,36,11.99,1328.39,B,Jan-2018,19229.06,22286.92,20770.94,1515.98
FL,RENT,71000.0,24.29,0.0,2,10,83276,61726,4,6,7.0,10,4,6600,7,6,6,0,100.0,major_purchase,4000,36,10.41,129.85,B,Mar-2018,3712.07,387.24,287.93,99.31
TN,MORTGAGE,195000.0,24.81,0.0,0,23,491173,263885,7,3,,23,6,78300,17,13,9,4,100.0,debt_consolidation,35000,36,13.59,1189.26,C,Jan-2018,30944.76,5919.88,4055.24,1864.64
NY,RENT,50000.0,13.97,0.0,0,6,20700,15957,3,2,16.0,6,2,3400,4,3,3,0,85.7,small_business,20000,36,19.03,733.43,D,Feb-2018,18294.92,2891.43,1705.08,1186.35
VA,RENT,48000.0,22.08,0.0,0,5,58024,16113,2,1,19.0,5,2,20000,11,3,2,0,100.0,vacation,10000,36,6.08,304.59,A,Feb-2018,8976.56,1211.6,1023.44,188.16
OH,OWN,39000.0,23.05,45.0,2,15,83819,18667,1,5,8.0,15,3,10500,19,12,5,2,92.0,other,3500,36,11.99,116.24,B,Feb-2018,3170.02,459.13,329.98,129.15
GA,MORTGAGE,104000.0,10.97,0.0,1,35,360361,30916,4,7,9.0,35,13,164100,45,29,16,2,100.0,debt_consolidation,9000,36,5.31,271.0,A,Feb-2018,8303.4,810.34,696.6,113.74
CA,RENT,66913.6,12.89,0.0,0,12,39490,16240,1,6,16.0,12,2,10500,19,10,3,0,100.0,credit_card,5000,36,13.59,169.9,C,Jan-2018,4420.65,845.72,579.35,266.37
MN,RENT,60000.0,15.26,26.0,3,6,39195,11985,2,4,1.0,6,1,9800,6,4,1,0,83.3,debt_consolidation,5000,36,13.59,169.9,C,Jan-2018,4420.65,845.72,579.35,266.37
NY,OWN,45000.0,34.83,0.0,3,15,99830,94068,9,4,8.0,15,2,17500,6,6,4,0,100.0,credit_card,2200,36,11.98,73.06,B,Mar-2018,2045.17,217.72,154.83,62.89
OH,MORTGAGE,140000.0,37.22,0.0,0,34,412549,121863,5,3,13.0,34,14,61700,34,27,21,4,100.0,car,10000,36,14.08,342.17,C,Jan-2018,8849.12,1703.03,1150.88,552.15
MA,RENT,53000.0,9.76,0.0,1,11,23699,11230,1,5,4.0,11,3,3500,10,10,7,0,100.0,debt_consolidation,6025,36,12.62,201.91,C,Jan-2018,5317.54,1005.33,707.46,297.87
FL,MORTGAGE,52000.0,4.57,43.0,0,9,129317,5750,0,2,,9,3,8200,11,8,4,4,86.4,medical,28000,60,10.9,607.4,B,Mar-2018,26931.15,1788.29,1068.85,719.44
CA,MORTGAGE,190000.0,12.33,34.0,1,13,1049446,266631,3,6,10.0,13,3,25100,7,4,3,13,97.9,medical,10000,60,10.9,216.93,B,Feb-2018,9618.26,644.73,381.74,262.99
VA,RENT,132000.0,9.43,0.0,3,6,84700,38172,1,4,2.0,6,1,59700,9,5,1,0,100.0,credit_card,38400,36,6.72,1180.78,A,Jan-2018,33516.91,5875.23,4883.09,992.14
KY,OWN,99000.0,10.07,59.0,0,9,51900,33756,0,0,,9,7,50900,15,9,7,2,90.5,credit_card,40000,36,9.92,1289.19,B,Mar-2018,37100.59,3823.48,2899.41,924.07
CA,RENT,89000.0,2.2,0.0,0,3,12600,5173,0,0,16.0,3,2,11100,4,3,3,0,100.0,debt_consolidation,10000,36,9.43,320.01,B,Mar-2018,9270.01,949.55,729.99,219.56
PA,OWN,200000.0,19.66,0.0,5,16,333833,136733,8,7,6.0,16,3,54500,9,7,4,4,100.0,other,27000,60,11.99,600.47,B,Feb-2018,25657.26,2383.9,1342.74,1041.16
MS,RENT,28750.0,37.95,0.0,1,5,56833,31165,2,1,1.0,5,1,18000,7,3,2,0,100.0,credit_card,15000,60,13.59,345.85,C,Feb-2018,14284.05,1383.41,715.95,667.46
TX,RENT,128500.0,20.57,0.0,0,13,162560,48912,2,3,15.0,13,6,96400,14,11,7,0,100.0,debt_consolidation,24000,36,6.72,737.99,A,Jan-2018,21565.28,2943.0,2434.72,508.28
NY,RENT,60000.0,28.46,0.0,0,25,82298,43466,2,2,,25,13,45800,24,21,16,0,100.0,credit_card,10000,36,13.58,339.74,C,Feb-2018,9078.2,1321.93,921.8,400.13
LA,OWN,53000.0,13.63,0.0,0,6,37700,16835,1,3,13.0,6,2,27700,5,5,2,0,100.0,credit_card,6250,36,9.92,201.44,B,Mar-2018,5796.96,600.88,453.04,147.84
AZ,MORTGAGE,150000.0,14.91,0.0,1,9,275181,112977,1,4,7.0,9,6,65800,13,7,7,4,100.0,credit_card,25000,36,10.41,811.51,B,Mar-2018,23200.57,2405.61,1799.43,606.18
FL,RENT,31000.0,5.3,0.0,0,3,7500,4446,0,2,,3,2,5900,3,3,3,0,100.0,credit_card,4000,36,10.91,130.79,B,Feb-2018,3617.12,520.74,382.88,137.86
IN,MORTGAGE,75000.0,10.94,10.0,4,10,63476,22511,1,3,5.0,10,4,34000,14,9,4,1,77.8,debt_consolidation,12000,36,10.91,392.36,B,Jan-2018,10557.71,1954.53,1442.29,512.24
CA,RENT,105000.0,10.15,0.0,1,5,51073,35129,1,0,12.0,5,3,9000,7,4,3,0,100.0,debt_consolidation,20000,36,6.07,609.08,A,Mar-2018,18468.54,1820.5,1531.46,289.04
NC,RENT,65000.0,11.12,27.0,0,6,57074,17920,1,1,,6,2,37000,14,5,2,2,81.3,credit_card,20000,36,10.42,649.3,B,Feb-2018,18073.8,2585.62,1926.2,659.42
NJ,MORTGAGE,88000.0,17.84,0.0,6,7,382461,58515,2,4,2.0,7,3,31100,4,4,4,1,100.0,debt_consolidation,16000,36,9.43,512.01,B,Mar-2018,14832.04,1527.65,1167.96,359.69
RI,MORTGAGE,85000.0,21.6,13.0,4,9,283647,59178,2,9,9.0,9,3,34300,17,6,6,2,96.3,credit_card,20000,60,10.91,433.96,B,Feb-2018,18977.66,1723.72,1022.34,701.38
TX,OWN,139000.0,19.4,0.0,1,10,372100,102778,1,1,10.0,10,5,73100,11,8,6,2,100.0,home_improvement,7200,36,6.07,219.27,A,Mar-2018,6648.67,652.95,551.33,101.62
CA,RENT,28000.0,14.66,0.0,0,3,10700,7659,1,1,16.0,3,2,5700,3,2,2,0,100.0,credit_card,10000,36,16.02,351.67,C,Feb-2018,9336.71,1099.51,663.29,436.22
KY,MORTGAGE,90000.0,6.07,47.0,2,6,199035,12843,2,2,0.0,6,1,4000,2,2,1,1,88.9,debt_consolidation,8500,36,10.42,275.96,B,Jan-2018,7471.54,1374.88,1028.46,346.42
NJ,RENT,70020.0,7.88,0.0,0,10,32900,24367,7,1,,10,3,9200,3,3,3,0,100.0,credit_card,5000,36,7.34,155.17,A,Feb-2018,4623.95,463.47,376.05,87.42
NY,MORTGAGE,210000.0,16.89,22.0,2,16,542619,81712,2,5,11.0,16,5,40700,25,13,8,2,93.8,debt_consolidation,30000,36,19.42,1106.07,D,Mar-2018,28108.0,3285.84,1892.0,1393.84
NY,MORTGAGE,53000.0,8.88,21.0,0,11,51795,11635,0,3,20.0,11,6,18000,16,10,7,1,70.0,debt_consolidation,20000,60,16.02,486.58,C,Feb-2018,19103.93,1928.52,896.07,1032.45
CA,RENT,65000.0,16.06,0.0,0,10,41463,27378,4,2,19.0,10,4,19800,7,6,6,0,100.0,credit_card,21600,60,16.02,525.5,C,Mar-2018,20879.04,1701.46,720.96,980.5
IL,RENT,80000.0,10.52,0.0,2,12,69538,42442,3,10,4.0,12,2,20900,10,9,4,4,100.0,debt_consolidation,28000,60,14.07,652.53,C,Mar-2018,27015.86,1913.82,984.14,929.68
MN,MORTGAGE,90000.0,18.42,65.0,1,18,484700,41941,0,2,9.0,18,7,51100,31,17,11,2,94.4,credit_card,35000,36,10.41,1136.11,B,Mar-2018,33327.81,2251.98,1672.19,579.79
NY,MORTGAGE,40000.0,32.34,0.0,4,8,75917,56614,3,7,0.0,8,2,7250,23,5,4,0,100.0,credit_card,5000,36,14.08,171.09,C,Jan-2018,4492.21,730.45,507.79,222.66
KS,MORTGAGE,72000.0,30.83,0.0,0,11,102654,125947,3,5,14.0,11,2,28800,12,8,7,4,100.0,credit_card,6000,36,11.99,199.26,B,Feb-2018,5434.35,789.05,565.65,223.4
NC,RENT,90000.0,11.96,0.0,0,9,86376,57302,2,2,17.0,9,3,38700,13,7,4,0,100.0,credit_card,25000,60,10.42,536.36,B,Jan-2018,23375.65,2667.33,1624.35,1042.98
TX,MORTGAGE,60000.0,19.24,0.0,3,9,64017,43871,1,3,3.0,9,4,13500,13,8,5,0,100.0,home_improvement,6000,36,10.42,194.79,B,Jan-2018,5274.05,967.0,725.95,241.05
LA,OWN,28000.0,19.76,0.0,1,11,27800,5833,1,3,4.0,11,6,15800,16,10,10,0,100.0,other,6000,36,7.34,186.2,A,Mar-2018,5548.75,556.15,451.25,104.9
MO,RENT,27000.0,20.68,19.0,0,5,24425,10089,1,1,18.0,5,2,4000,8,4,3,0,81.8,debt_consolidation,10000,36,17.47,358.88,D,Mar-2018,9570.3,708.05,429.7,278.35
NJ,OWN,300000.0,9.94,25.0,0,12,610407,69767,2,8,13.0,12,3,40500,9,8,5,2,86.7,credit_card,35000,36,9.93,1128.21,B,Jan-2018,30737.11,5602.43,4262.89,1339.54
PA,MORTGAGE,250000.0,1.43,0.0,6,4,31642,13806,1,4,5.0,4,3,22800,4,3,3,0,80.0,debt_consolidation,35000,60,17.09,871.54,D,Jan-2018,33475.49,3452.93,1524.51,1928.42
OH,MORTGAGE,100000.0,20.38,38.0,0,17,475575,90204,9,5,16.0,17,2,25200,17,7,7,2,97.2,major_purchase,24000,60,12.62,541.42,C,Jan-2018,22524.18,2673.45,1475.82,1197.63
NY,RENT,45000.0,1.12,21.0,5,2,5100,1030,0,1,0.0,2,1,3800,3,2,1,0,50.0,car,15000,60,21.45,409.61,D,Jan-2018,14418.7,1620.56,581.3,1039.26
CA,RENT,14200.0,36.35,0.0,2,12,43808,9732,1,3,0.0,12,2,4900,14,11,8,0,100.0,debt_consolidation,2000,36,7.97,62.65,A,Jan-2018,1647.05,412.36,352.95,59.41
NJ,MORTGAGE,120000.0,7.19,48.0,2,12,94605,39663,3,4,1.0,12,5,45900,13,9,6,0,92.3,home_improvement,40000,60,9.93,848.51,B,Mar-2018,38434.59,2501.4,1565.41,935.99
AZ,RENT,25875.0,6.65,0.0,0,3,15500,7862,0,2,,3,3,15500,5,3,3,0,100.0,credit_card,7500,36,7.96,234.89,A,Feb-2018,6940.89,701.35,559.11,142.24
MA,OWN,70000.0,28.74,0.0,0,10,89841,41864,1,1,18.0,10,3,26800,12,8,4,1,100.0,home_improvement,10000,36,6.72,307.5,A,Feb-2018,8986.08,1250.54,1013.92,236.62
GA,OWN,93000.0,30.81,0.0,6,24,337181,81639,5,10,4.0,24,7,97900,28,18,8,3,100.0,credit_card,24000,60,16.01,583.77,C,Mar-2018,23470.4,1210.24,529.6,680.64
NY,RENT,50000.0,7.42,66.0,1,18,39550,19368,5,2,0.0,18,5,11800,21,13,6,0,82.8,credit_card,10000,36,7.96,313.18,A,Mar-2018,9254.54,930.7,745.46,185.24
WV,MORTGAGE,111000.0,6.24,0.0,1,12,156579,14735,2,3,3.0,12,4,72700,11,9,6,3,100.0,credit_card,11500,36,6.08,350.27,A,Jan-2018,10025.11,1747.47,1474.89,272.58
IL,OWN,96000.0,22.18,0.0,1,20,150424,104955,10,2,6.0,20,7,47800,15,10,8,1,100.0,other,18000,36,6.72,553.49,A,Jan-2018,15711.06,2750.65,2288.94,461.71
FL,MORTGAGE,30000.0,25.63,0.0,0,11,112718,13015,2,5,20.0,11,3,11000,9,8,8,2,100.0,debt_consolidation,10000,36,5.31,301.11,A,Feb-2018,9226.01,900.38,773.99,126.39
NC,MORTGAGE,55000.0,36.74,67.0,0,12,103252,42845,2,4,14.0,12,7,18700,10,10,10,1,94.1,debt_consolidation,30000,60,25.81,894.85,E,Mar-2018,29495.43,1746.68,504.57,1242.11
NY,RENT,70000.0,27.23,0.0,0,9,98200,39632,1,0,,9,5,78200,11,8,5,0,100.0,debt_consolidation,15000,36,7.35,465.57,A,Feb-2018,13012.12,2333.74,1987.88,345.86
MI,MORTGAGE,95000.0,5.85,27.0,3,9,107363,15565,2,5,1.0,9,4,32200,7,6,4,3,88.9,debt_consolidation,14000,60,10.9,303.7,B,Mar-2018,13465.57,932.29,534.43,397.86
OR,OWN,72276.0,16.24,0.0,0,5,308970,62911,1,1,,5,1,39500,4,3,2,1,100.0,house,9500,36,5.32,286.1,A,Feb-2018,8517.56,1138.78,982.44,156.34
FL,MORTGAGE,80000.0,18.24,83.0,1,7,234073,50495,3,5,2.0,7,2,6100,6,3,2,1,94.1,debt_consolidation,10000,36,16.02,351.67,C,Jan-2018,8879.63,1749.45,1120.37,629.08
ND,RENT,110000.0,2.69,0.0,1,7,79104,8957,0,7,10.0,7,5,74500,11,5,5,0,100.0,debt_consolidation,30000,36,6.71,922.35,A,Feb-2018,27723.52,2755.87,2276.48,479.39
TX,RENT,65000.0,27.97,0.0,1,16,64699,37140,2,2,10.0,16,7,22600,16,13,12,0,97.3,debt_consolidation,10000,36,14.08,342.17,C,Jan-2018,9084.7,1360.86,915.3,445.56
TX,RENT,54000.0,18.2,78.0,9,10,109675,81948,2,8,1.0,10,4,20900,14,8,7,0,94.4,debt_consolidation,12000,36,9.44,384.06,B,Jan-2018,10528.73,1914.01,1471.27,442.74
MD,MORTGAGE,169880.0,20.61,42.0,3,15,767814,93966,4,9,0.0,15,1,5200,16,8,5,7,74.3,other,16000,36,16.02,562.68,C,Feb-2018,0.0,1673.8,1061.28,612.52
WI,MORTGAGE,52000.0,10.96,30.0,3,9,22813,11246,1,3,10.0,9,2,5100,10,8,3,0,88.2,credit_card,24000,36,10.42,779.16,B,Jan-2018,21096.21,3923.59,2903.79,1019.8
TX,RENT,58000.0,20.5,0.0,1,8,75570,40535,2,5,6.0,8,1,22800,14,6,2,0,100.0,debt_consolidation,4000,36,7.97,125.3,A,Feb-2018,3601.11,499.43,398.89,100.54
IN,MORTGAGE,107000.0,20.45,41.0,5,11,123603,93151,2,7,8.0,11,4,23900,18,9,7,5,91.7,debt_consolidation,8500,36,16.02,298.92,C,Feb-2018,7743.23,1176.77,756.77,420.0
TX,MORTGAGE,85000.0,18.04,0.0,2,9,239132,62868,1,4,2.0,9,3,31900,24,7,5,6,100.0,debt_consolidation,3100,36,9.43,99.21,B,Feb-2018,2797.06,393.59,302.94,90.65
VA,MORTGAGE,185000.0,12.56,25.0,1,28,556875,35459,1,17,9.0,28,4,10900,55,26,25,1,64.7,debt_consolidation,20000,36,11.98,664.1,B,Feb-2018,18592.74,1978.99,1407.26,571.73
CO,OWN,125000.0,29.25,0.0,0,14,719119,248381,1,2,,14,2,26500,18,11,5,3,100.0,car,25000,60,10.9,542.32,B,Mar-2018,24045.67,1611.82,954.33,657.49
TX,RENT,28000.0,10.5,0.0,0,3,46000,20436,1,0,,3,0,0,2,2,1,2,100.0,debt_consolidation,21000,36,6.71,645.64,A,Mar-2018,19406.48,1929.09,1593.52,335.57
MA,RENT,87000.0,13.44,0.0,0,6,91706,46478,2,1,,6,2,43000,7,4,2,0,100.0,debt_consolidation,8000,36,6.71,245.96,A,Mar-2018,7392.94,731.92,607.06,124.86
IL,MORTGAGE,65000.0,16.77,45.0,4,5,45042,31967,3,5,3.0,5,2,13500,2,2,2,1,100.0,debt_consolidation,20400,60,23.88,585.45,E,Jan-2018,19466.11,2900.19,933.89,1966.3
IN,MORTGAGE,90000.0,8.47,52.0,5,12,191864,21920,2,5,0.0,12,7,22900,11,9,7,1,82.4,debt_consolidation,2500,36,10.9,81.73,B,Mar-2018,2321.32,243.68,178.68,65.0
IL,RENT,55000.0,9.8,29.0,0,20,60800,61940,18,1,,20,2,3300,2,2,2,0,97.3,major_purchase,15000,60,19.03,389.36,D,Feb-2018,14379.49,1517.79,620.51,897.28
NM,RENT,37000.0,23.86,0.0,0,18,86302,75053,6,4,16.0,18,4,16900,13,12,6,0,100.0,credit_card,10000,36,6.72,307.5,A,Feb-2018,8985.52,1220.67,1014.48,206.19
NV,RENT,50000.0,13.06,0.0,1,16,54374,37851,6,7,9.0,16,5,18100,12,10,7,0,100.0,credit_card,16000,36,9.44,512.08,B,Feb-2018,14334.47,2148.32,1665.53,482.79
NY,RENT,170000.0,9.01,3.0,2,15,136925,31470,6,2,2.0,15,4,41200,14,9,7,0,95.0,credit_card,9000,36,5.31,271.0,A,Feb-2018,8303.4,810.34,696.6,113.74
SC,MORTGAGE,87000.0,23.08,32.0,2,15,312337,73094,2,6,0.0,14,2,9750,21,11,7,2,86.0,debt_consolidation,24000,60,14.07,559.31,C,Feb-2018,22868.66,2199.72,1131.34,1068.38
VA,MORTGAGE,80000.0,10.85,32.0,4,9,31960,13169,2,1,0.0,9,3,4800,7,7,6,0,66.7,debt_consolidation,7000,36,13.58,237.82,C,Mar-2018,6681.0,465.08,319.0,146.08
UT,MORTGAGE,26000.0,29.68,0.0,4,9,56062,29752,2,7,6.0,9,3,31500,16,7,4,0,100.0,home_improvement,10000,36,14.08,342.17,C,Jan-2018,8849.12,1703.03,1150.88,552.15
IL,RENT,45000.0,9.23,0.0,4,16,31900,7912,1,6,5.0,16,7,18800,18,15,8,0,100.0,credit_card,5000,36,9.43,160.01,B,Mar-2018,4634.99,477.41,365.01,112.4
FL,OWN,50000.0,28.75,0.0,3,9,259535,45056,4,6,4.0,9,1,15000,9,4,2,1,100.0,debt_consolidation,17000,36,10.91,555.84,B,Feb-2018,15372.85,2161.54,1627.15,534.39
CA,RENT,101000.0,23.02,0.0,0,14,107512,69759,8,8,,14,3,11500,9,5,5,0,100.0,credit_card,4000,36,16.02,140.67,C,Jan-2018,3551.84,699.79,448.16,251.63
MT,RENT,35000.0,1.2,9.0,1,4,10800,1210,0,2,11.0,4,1,2500,6,4,1,0,85.7,debt_consolidation,18000,36,18.06,651.29,D,Feb-2018,16443.74,2523.89,1556.26,967.63
NY,MORTGAGE,56000.0,10.12,0.0,0,10,298780,68952,2,1,22.0,10,4,47800,10,7,5,1,100.0,debt_consolidation,9000,36,5.31,271.0,A,Feb-2018,8069.14,1078.69,930.86,147.83
CA,RENT,59000.0,16.31,0.0,1,4,45000,27361,1,1,4.0,4,2,18000,7,3,3,0,100.0,debt_consolidation,18300,60,11.99,406.99,B,Feb-2018,17389.9,1615.77,910.1,705.67
MN,MORTGAGE,64000.0,25.67,0.0,1,9,267894,43720,2,8,12.0,9,3,22000,6,6,5,3,100.0,credit_card,16000,60,28.72,505.15,F,Jan-2018,15358.96,2525.36,641.04,1884.32
CO,MORTGAGE,250000.0,5.81,74.0,1,9,460600,33577,1,5,11.0,9,3,23800,9,7,5,2,92.9,other,15600,36,16.01,548.53,C,Mar-2018,14565.11,1631.71,1034.89,596.82
AL,RENT,54000.0,23.6,36.0,12,13,400038,176764,2,18,1.0,12,1,11700,40,9,2,2,86.4,debt_consolidation,6000,36,10.91,196.18,B,Jan-2018,5274.82,977.63,725.18,252.45
MI,RENT,45384.0,3.41,17.0,3,4,7500,3579,0,1,1.0,4,2,4500,7,4,2,1,90.0,debt_consolidation,10000,60,22.91,281.39,E,Jan-2018,9530.52,1394.22,469.48,924.74
GA,OWN,69000.0,22.87,0.0,0,12,65989,50370,2,3,19.0,12,7,15400,13,10,9,0,100.0,debt_consolidation,7500,36,17.09,267.74,D,Jan-2018,6672.11,1347.83,827.89,519.94
GA,MORTGAGE,250000.0,15.57,0.0,1,22,262391,149728,6,4,1.0,22,7,117700,19,16,8,0,100.0,debt_consolidation,16000,36,10.42,519.44,B,Jan-2018,14064.14,2587.94,1935.86,652.08
WI,MORTGAGE,55000.0,11.37,0.0,3,5,170179,22898,1,4,6.0,5,2,11500,2,2,2,2,100.0,debt_consolidation,12150,36,7.97,380.57,A,Jan-2018,10785.43,1666.43,1364.57,301.86
WA,MORTGAGE,60000.0,9.38,45.0,2,12,265710,21003,1,5,4.0,12,2,26200,14,10,2,3,94.7,credit_card,10000,36,14.08,342.17,C,Feb-2018,9084.7,1353.04,915.3,437.74
CA,RENT,80000.0,11.3,28.0,4,12,52623,34794,2,12,8.0,12,4,10300,16,10,6,0,95.0,credit_card,10000,36,7.34,310.33,A,Mar-2018,9247.93,907.03,752.07,154.96
KY,MORTGAGE,65000.0,20.37,0.0,0,30,231043,34334,3,5,22.0,30,3,93700,37,26,4,4,100.0,debt_consolidation,29500,60,7.34,588.88,A,Feb-2018,27851.2,2331.46,1648.8,682.66
NY,OWN,20000.0,15.97,9.0,1,14,17800,6851,0,5,6.0,14,4,11700,19,14,7,0,85.2,credit_card,10000,36,11.99,332.1,B,Feb-2018,9057.25,1321.74,942.75,378.99
NY,RENT,57500.0,12.84,0.0,1,8,46000,16777,5,4,10.0,8,1,23000,3,3,1,0,100.0,debt_consolidation,12800,60,11.99,284.67,B,Jan-2018,12000.29,1406.3,799.71,606.59
PA,MORTGAGE,30000.0,20.66,0.0,0,10,80251,21869,1,5,17.0,10,5,4500,9,8,5,2,100.0,credit_card,6000,36,10.91,196.18,B,Jan-2018,5278.85,962.98,721.15,241.83
TX,MORTGAGE,108000.0,34.84,0.0,7,22,386632,114121,5,10,8.0,22,7,54200,26,15,11,2,100.0,home_improvement,25000,60,9.44,524.32,B,Jan-2018,23335.75,2595.38,1664.25,931.13
PA,RENT,50000.0,5.95,0.0,0,7,19747,4925,1,8,18.0,7,3,14100,9,6,3,0,100.0,credit_card,6000,36,6.72,184.5,A,Feb-2018,5391.31,735.76,608.69,127.07
MN,MORTGAGE,260000.0,11.07,12.0,1,6,449287,165555,3,2,6.0,6,1,9000,7,2,2,1,71.4,debt_consolidation,16800,60,10.42,360.44,B,Jan-2018,15708.41,1792.47,1091.59,700.88
MA,RENT,250000.0,5.6,5.0,0,6,57600,32020,2,0,17.0,6,2,16600,6,4,3,0,76.9,debt_consolidation,16000,36,17.09,571.17,D,Feb-2018,14598.68,2254.3,1401.32,852.98
WI,RENT,83740.0,23.88,0.0,17,17,93332,61662,3,8,0.0,17,1,12400,21,14,7,1,100.0,car,10000,36,16.01,351.62,C,Feb-2018,9080.66,1416.83,919.34,497.49
OH,OWN,42000.0,20.23,0.0,2,4,36381,22570,1,2,2.0,4,2,13000,3,3,3,0,100.0,debt_consolidation,10000,36,15.04,346.85,C,Mar-2018,9554.19,685.34,445.81,239.53
MA,MORTGAGE,118000.0,8.1,0.0,5,10,593350,139072,5,7,7.0,10,4,21700,8,4,4,2,100.0,debt_consolidation,10000,60,30.17,324.58,F,Mar-2018,9774.95,956.98,225.05,731.93
MI,OWN,50000.0,20.48,80.0,4,10,31029,20176,1,1,6.0,10,4,8900,11,9,7,0,93.8,debt_consolidation,12000,36,9.44,384.06,B,Jan-2018,10528.73,1914.01,1471.27,442.74
CO,RENT,80000.0,17.27,50.0,2,11,69004,52106,3,3,3.0,11,2,5000,12,8,6,2,90.5,debt_consolidation,23000,60,16.02,559.56,C,Feb-2018,21969.55,2217.77,1030.45,1187.32
TX,MORTGAGE,125381.0,20.05,0.0,0,17,304514,82773,2,1,20.0,17,9,91600,19,13,12,3,100.0,credit_card,40000,60,14.08,932.39,C,Jan-2018,37629.74,4630.66,2370.26,2260.4
NY,MORTGAGE,65000.0,6.37,10.0,2,10,363600,8868,0,2,0.0,10,6,12600,15,9,8,2,58.8,debt_consolidation,22900,36,10.91,748.75,B,Jan-2018,20708.13,2981.12,2191.87,789.25
MO,MORTGAGE,75000.0,5.01,18.0,5,5,21652,7825,1,5,2.0,5,1,11000,24,4,1,1,86.1,debt_consolidation,13500,60,17.47,338.94,D,Mar-2018,13066.54,1010.28,433.46,576.82
NY,MORTGAGE,1020000.0,1.75,0.0,4,21,284151,52723,2,5,0.0,21,5,25800,23,18,12,1,100.0,debt_consolidation,20000,60,17.47,502.12,D,Mar-2018,19357.88,1467.54,642.12,825.42
AZ,OWN,106000.0,18.36,61.0,0,26,494221,96393,16,3,15.0,26,4,51700,11,8,4,2,97.2,debt_consolidation,24000,60,10.42,514.91,B,Feb-2018,22757.9,2031.85,1242.1,789.75
TN,MORTGAGE,70000.0,4.01,11.0,2,5,120919,4346,2,4,5.0,5,2,2500,2,2,2,2,75.0,debt_consolidation,6000,36,10.91,196.18,B,Feb-2018,5425.71,777.45,574.29,203.16
IL,MORTGAGE,55000.0,38.05,33.0,1,21,209191,58546,3,3,7.0,21,13,111300,25,17,13,3,97.3,debt_consolidation,10000,36,6.07,304.54,A,Mar-2018,9490.8,605.71,509.2,96.51
